Constituency_Tree,Named_Entities,POS_Tags,Semantic_Roles,Sentence,SentenceID
"[u""(TOP (S (ADVP (RB However)) (, ,) (NP (PRP it)) (VP (MD can) (RB not) (ADVP (RB yet)) (VP (VB match) (NP (NP (NP (DT the) (NNP Hubble) (POS 's)) (JJ excellent) (NN resolution)) (PP (IN over) (NP (NP (NP (DT a) (JJ wide) (NN field)) (PP (IN of) (NP (NN view)))) (, ,) (CC and) (NP (NP (DT the) (ADJP (RB very) (JJ dark)) (NN background)) (PP (IN of) (NP (NN space))))))))) (. .)))""]","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 0}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 33}], u'Len': 0, u'Offset': 0}]","[[u'RB', u',', u'PRP', u'MD', u'RB', u'RB', u'VB', u'DT', u'NNP', u'POS', u'JJ', u'NN', u'IN', u'DT', u'JJ', u'NN', u'IN', u'NN', u',', u'CC', u'DT', u'RB', u'JJ', u'NN', u'IN', u'NN', u'.']]","[[u""6-6/match[AM-DIS=0-0/However, A0=2-2/it, AM-MOD=3-3/can, AM-NEG=4-4/not, AM-TMP=5-5/yet, A1=7-25/the_Hubble_'s_excellent_resolution_over_a_wide_field_of_view_,_and_the_very_dark_background_of_space]""]]","However, it cannot yet match the Hubble's excellent resolution over a wide field of view, and the very dark background of space.",773412bf-20b7-406f-86c7-db3bd49f6cf9
[u'(TOP (S (NP (PRP It)) (VP (VBZ is) (NP (NP (DT the) (JJ first) (NN time)) (SBAR (S (NP (NN state) (NNS officials)) (VP (VBP have) (VP (VBN recorded) (SBAR (IN that) (S (NP (JJ such) (NNS bees)) (VP (VBP exist) (PP (IN in) (NP (NNP Georgia)))))))))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 75}], u'Len': 0, u'Offset': 0}]","[[u'PRP', u'VBZ', u'DT', u'JJ', u'NN', u'NN', u'NNS', u'VBP', u'VBN', u'IN', u'JJ', u'NNS', u'VBP', u'IN', u'NNP', u'.']]","[[u'1-1/is[A0=0-0/It, A1=2-14/the_first_time_state_officials_have_recorded_that_such_bees_exist_in_Georgia]', u'8-8/recorded[AM-TMP=2-4/the_first_time, A0=5-6/state_officials, A1=9-14/that_such_bees_exist_in_Georgia]', u'12-12/exist[A1=10-11/such_bees, AM-LOC=13-14/in_Georgia]']]",It is the first time state officials have recorded that such bees exist in Georgia.,188e6489-ed2c-4169-a314-97693d6b9a95
"[u'(TOP (S (PP (IN Because) (IN of) (NP (NP (JJ extreme) (NN ease)) (PP (IN in) (NP (NN collection))) (PP (IN at) (NP (NP (CD 8\u201310) (NNS years)) (PP (IN of) (NP (NN age))) (SBAR (SBAR (IN before) (VB calcification)) (CC and) (JJ minimal)))) (PP (TO to) (NP (DT no) (NN morbidity))))) (, ,) (NP (DT these)) (VP (MD will) (ADVP (RB probably)) (VP (VB constitute) (NP (NP (DT a) (JJ major) (NN source)) (PP (IN of) (NP (NP (NP (NNS cells)) (PP (IN for) (NP (JJ personal) (NN banking)))) (, ,) (NP (NN research)) (CC and) (NP (ADJP (JJ current) (CC or) (JJ future)) (NNS therapies))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'IN', u'IN', u'JJ', u'NN', u'IN', u'NN', u'IN', u'CD', u'NNS', u'IN', u'NN', u'IN', u'NN', u'CC', u'JJ', u'TO', u'DT', u'NN', u',', u'DT', u'MD', u'RB', u'VB', u'DT', u'JJ', u'NN', u'IN', u'NNS', u'IN', u'JJ', u'NN', u',', u'NN', u'CC', u'JJ', u'CC', u'JJ', u'NNS', u'.']]","[[u'12-12/calcification[]', u'22-22/constitute[AM-CAU=0-17/Because_of_extreme_ease_in_collection_at_8\u201310_years_of_age_before_calcification_and_minimal_to_no_morbidity, A0=19-19/these, AM-MOD=20-20/will, AM-ADV=21-21/probably, A1=23-37/a_major_source_of_cells_for_personal_banking_,_research_and_current_or_future_therapies]']]","Because of extreme ease in collection at 8–10 years of age before calcification and minimal to no morbidity, these will probably constitute a major source of cells for personal banking, research and current or future therapies.",676a0888-d9d0-4c7e-a0c9-fddf3507caba
"[u'(TOP (S (NP (NP (NNP Challenger)) (PRP itself)) (VP (VBD was) (VP (VBN replaced) (PP (IN by) (NP (NP (DT the)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (ADVP (RB first)) (VBD launched) (PP (IN in) (NP (CD 1992)))))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'PRP', u'VBD', u'VBN', u'IN', u'DT', u',', u'WDT', u'RB', u'VBD', u'IN', u'CD', u'.']]","[[u'3-3/replaced[A1=0-1/Challenger_itself, A2=4-11/by_the_,_which_first_launched_in_1992]', u'9-9/launched[R-A1=7-7/which, AM-TMP=8-8/first, AM-TMP=10-11/in_1992]']]","Challenger itself was replaced by the , which first launched in 1992.",139e0e99-b851-44e2-a3ec-3d12169969dd
[u'(TOP (S (NP (NP (CD One) (NN kind)) (PP (IN of) (NP (NP (NN barrier)) (PRN (-LRB- -LRB-) (NP (NP (NN snow)) (JJ net)) (-RRB- -RRB-))))) (VP (VBZ uses) (NP (NP (DT a) (JJ net) (NN strung)) (PP (IN between) (NP (NP (NNS poles)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (VP (VBN anchored) (PP (IN by) (NP (NP (NN guy) (NNS wires)) (PP (IN in) (NP (NP (NN addition)) (PP (TO to) (NP (PRP$ their) (NNS foundations))))))))))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'CD', u'NN', u'IN', u'NN', u'-LRB-', u'NN', u'JJ', u'-RRB-', u'VBZ', u'DT', u'JJ', u'NN', u'IN', u'NNS', u'WDT', u'VBP', u'VBN', u'IN', u'NN', u'NNS', u'IN', u'NN', u'TO', u'PRP$', u'NNS', u'.']]","[[u'8-8/uses[A0=0-7/One_kind_of_barrier_-LRB-_snow_net_-RRB-, A1=9-24/a_net_strung_between_poles_that_are_anchored_by_guy_wires_in_addition_to_their_foundations]', u'16-16/anchored[A1=13-13/poles, R-A1=14-14/that, A0=17-24/by_guy_wires_in_addition_to_their_foundations]']]",One kind of barrier ( snow net ) uses a net strung between poles that are anchored by guy wires in addition to their foundations.,2dfe10d7-aaaa-48a1-925f-664f7fe9b177
"[u'(TOP (S (NP (PRP He)) (VP (VP (VBD wrote) (NP (NP (NNS hundreds)) (PP (IN of) (NP (NP (NNS letters)) (CC and) (NP (NN vernacular) (NN poetry)))))) (, ,) (CC and) (VP (VBD passed) (PRT (RP on)) (PP (TO to) (NP (NP (JJR later) (NNS generations)) (NP (NP (DT a) (VBN revised) (NN interpretation)) (PP (IN of) (NP (NN courtly) (NN love)))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'PRP', u'VBD', u'NNS', u'IN', u'NNS', u'CC', u'JJ', u'NN', u',', u'CC', u'VBD', u'IN', u'TO', u'RB', u'NNS', u'DT', u'VBN', u'NN', u'IN', u'RB', u'NN', u'.']]","[[u'1-1/wrote[A0=0-0/He, A1=2-7/hundreds_of_letters_and_vernacular_poetry]', u'10-10/passed[A0=0-0/He, A2=12-20/to_later_generations_a_revised_interpretation_of_courtly_love]', u'16-16/revised[A1=17-17/interpretation]']]","He wrote hundreds of letters and vernacular poetry, and passed on to later generations a revised interpretation of courtly love .",61ad5609-f5e0-4415-b23f-83c8952ea6f3
[u'(TOP (S (NP (NP (NP (DT The) (CD 2013) (NN outlook)) (VB report)) (CC and) (NP (VBN revised) (NN water) (NN quality) (NN plan))) (VP (MD will) (VP (VB assess) (SBAR (WHNP (WP what)) (S (VP (VBZ needs) (S (VP (TO to) (VP (VB be) (VP (VBN done) (PP (IN in) (NP (DT the) (NN future)))))))))) (S (VP (TO to) (VP (VB improve) (NP (NP (NN water) (NN quality)) (CC and) (NP (NP (DT the) (NNS livelihoods)) (PP (IN of) (NP (NP (DT the) (NN wildlife)) (SBAR (WHNP (WDT that)) (S (VP (VBZ resides) (EX there))))))))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'CD', u'NN', u'NN', u'CC', u'VBN', u'NN', u'NN', u'NN', u'MD', u'VB', u'WP', u'VBZ', u'TO', u'VB', u'VBN', u'IN', u'DT', u'JJ', u'TO', u'VB', u'NN', u'NN', u'CC', u'DT', u'NNS', u'IN', u'DT', u'NN', u'WDT', u'VBZ', u'EX', u'.']]","[[u'3-3/report[A1=0-2/The_2013_outlook]', u'5-5/revised[A1=6-6/water]', u'10-10/assess[A0=0-8/The_2013_outlook_report_and_revised_water_quality_plan, AM-MOD=9-9/will, A1=11-18/what_needs_to_be_done_in_the_future, AM-PNC=19-31/to_improve_water_quality_and_the_livelihoods_of_the_wildlife_that_resides_there]', u'12-12/needs[R-A1=11-11/what, A1=13-18/to_be_done_in_the_future]', u'15-15/done[R-A1=11-11/what, AM-TMP=16-18/in_the_future]', u'20-20/improve[A0=0-8/The_2013_outlook_report_and_revised_water_quality_plan, A1=21-31/water_quality_and_the_livelihoods_of_the_wildlife_that_resides_there]', u'30-30/resides[A0=27-28/the_wildlife, R-A0=29-29/that]']]",The 2013 outlook report and revised water quality plan will assess what needs to be done in the future to improve water quality and the livelihoods of the wildlife that resides there.,c76e28b6-40c3-463f-8a81-60821e489b3d
[u'(TOP (S (NP (NNP J.) (NNP J.) (NNP Thomson)) (VP (VBD was) (VP (VBN awarded) (NP (DT the) (NNP Physics) (NNP Prize)) (PP (IN in) (NP (CD 1906))) (PP (IN for) (VP (VBG showing) (SBAR (IN that) (S (NP (NNS electrons)) (VP (VBP are) (ADJP (JJ particles))))))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 13, u'Offset': 0}, {u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 13, u'Offset': 30}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'NNP', u'NNP', u'VBD', u'VBN', u'DT', u'NNP', u'NNP', u'IN', u'CD', u'IN', u'VBG', u'IN', u'NNS', u'VBP', u'NNS', u'.']]","[[u'4-4/awarded[A1=0-2/J._J._Thomson, A1=5-7/the_Physics_Prize, AM-TMP=8-9/in_1906, AM-CAU=10-15/for_showing_that_electrons_are_particles]', u'11-11/showing[A0=0-2/J._J._Thomson, A1=12-15/that_electrons_are_particles]', u'14-14/are[A1=13-13/electrons, A1=15-15/particles]']]",J. J. Thomson was awarded the Physics Prize in 1906 for showing that electrons are particles.,3016d661-61b3-4fba-ac83-ac9f24f27822
"[u""(TOP (S (NP (NNP England)) (VP (VBD was) (VP (VP (VBN plunged) (PP (IN into) (NP (DT a) (JJ civil) (NN war)))) (, ,) (VP (VBN known) (PP (IN as) (NP (NP (DT the) (NNP First) (NNP Barons) (POS ')) (NNP War)))))) (. .)))""]","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 0}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 12, u'Offset': 51}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'VBD', u'VBN', u'IN', u'DT', u'JJ', u'NN', u',', u'VBN', u'IN', u'DT', u'NNP', u'NNP', u'POS', u'NNP', u'.']]","[[u'2-2/plunged[A1=0-0/England, A2=3-6/into_a_civil_war]', u""8-8/known[A1=0-0/England, A2=9-14/as_the_First_Barons_'_War]""]]","England was plunged into a civil war, known as the First Barons' War .",3bbddc06-ad8c-4c53-9740-215df7f35030
"[u""(TOP (S (NP (NP (DT A) (NN series)) (PP (IN of) (NP (NP (NP (`` `) (NN bailout) (POS ')) (NNS packages)) (, ,) (PP (VBG including) (NP (NP (DT the) (NNP Emergency) (NNP Economic) (NNP Stabilization) (NNP Act)) (PP (IN of) (NP (CD 2008))) (, ,) (SBAR (VBD proposed) (CC and) (VP (VBN implemented) (PP (IN by) (NP (NP (DT the) (NNP Federal) (NNP Reserve) (CC and) (NNP U.S.) (NNP Treasury)) (, ,) (CONJP (RB as) (RB well) (IN as)) (NP (NNP FDIC)))) (ADJP (JJ -sponsored) (NP (NN bank) (NNS mergers))))))) (, ,)))) (VP (VBD did) (RB not) (VP (VB prevent) (NP (JJ further) (NNS losses)))) (. .)))""]","[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 36, u'Offset': 46}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 15, u'Offset': 125}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 13, u'Offset': 145}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'IN', u'``', u'NN', u""''"", u'NNS', u',', u'VBG', u'DT', u'NNP', u'NNP', u'NNP', u'NNP', u'IN', u'CD', u',', u'VBN', u'CC', u'VBN', u'IN', u'DT', u'NNP', u'NNP', u'CC', u'NNP', u'NNP', u',', u'RB', u'RB', u'IN', u'NNP', u'VBD', u'NN', u'NNS', u',', u'VBD', u'RB', u'VB', u'JJ', u'NNS', u'.']]","[[u""8-8/including[A2=3-6/`_bailout_'_packages, A1=9-34/the_Emergency_Economic_Stabilization_Act_of_2008_,_proposed_and_implemented_by_the_Federal_Reserve_and_U.S._Treasury_,_as_well_as_FDIC_-sponsored_bank_mergers]"", u'19-19/implemented[A0=20-31/by_the_Federal_Reserve_and_U.S._Treasury_,_as_well_as_FDIC, A2=32-34/-sponsored_bank_mergers]', u""38-38/prevent[A0=0-35/A_series_of_`_bailout_'_packages_,_including_the_Emergency_Economic_Stabilization_Act_of_2008_,_proposed_and_implemented_by_the_Federal_Reserve_and_U.S._Treasury_,_as_well_as_FDIC_-sponsored_bank_mergers_,, AM-NEG=37-37/not, A1=39-40/further_losses]""]]","A series of 'bailout' packages, including the Emergency Economic Stabilization Act of 2008 , proposed and implemented by the Federal Reserve and U.S. Treasury , as well as FDIC -sponsored bank mergers, did not prevent further losses.",627a7ebe-3dae-4bdd-be46-b51dfaf699bb
"[u""(TOP (S (NP (JJ Geothermal) (NN power)) (VP (VBZ makes) (PRT (RP up)) (NP (NP (QP (RB approximately) (CD 18)) (NN %)) (PP (IN of) (NP (NP (DT the) (NN country) (POS 's)) (NN electricity) (NN generation))))) (. .)))""]","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'JJ', u'NN', u'VBZ', u'RP', u'RB', u'CD', u'NN', u'IN', u'DT', u'NN', u'POS', u'NN', u'NN', u'.']]","[[u""2-2/makes[A0=0-1/Geothermal_power, A1=4-12/approximately_18_%_of_the_country_'s_electricity_generation]""]]",Geothermal power makes up approximately 18% of the country's electricity generation.,2781d583-479c-4428-84a1-00034cae6651
[u'(TOP (S (NP (NP (DT The) (JJS largest) (NN gay) (NNS areas)) (PP (IN in) (NP (NNP Berlin)))) (VP (VBP are) (VP (VBN located) (PP (PP (IN in) (NP (NP (NNP Sch\xf6neberg)) (ADVP (RB close) (PP (TO to) (NP (NNP Nollendorfplatz)))))) (CC and) (PP (IN in) (NP (NP (NNP Prenzlauer) (NNP Berg)) (PP (IN at) (NP (DT the) (NNP Sch\xf6nhauser) (NNP Allee) (NN subway) (NN station)))))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 25}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 10, u'Offset': 47}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 15, u'Offset': 67}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 15, u'Offset': 90}, {u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 17, u'Offset': 113}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'JJS', u'JJ', u'NNS', u'IN', u'NNP', u'VBP', u'VBN', u'IN', u'NNP', u'RB', u'TO', u'NNP', u'CC', u'IN', u'NNP', u'NNP', u'IN', u'DT', u'NNP', u'NNP', u'NN', u'NN', u'.']]","[[u'7-7/located[A1=0-5/The_largest_gay_areas_in_Berlin, AM-LOC=8-22/in_Sch\xf6neberg_close_to_Nollendorfplatz_and_in_Prenzlauer_Berg_at_the_Sch\xf6nhauser_Allee_subway_station]']]",The largest gay areas in Berlin are located in Schöneberg close to Nollendorfplatz and in Prenzlauer Berg at the Schönhauser Allee subway station.,e8c3a8e2-6ab4-4e86-ab4e-81a7e3cad3cd
[u'(TOP (S (PP (IN By) (NP (DT the) (JJ 10th) (NN century))) (NP (PRP it)) (VP (VBD had) (VP (VBN become) (NP (NP (DT a) (JJ well-known) (NN city)) (PP (IN of) (NP (NN trade)))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'IN', u'DT', u'JJ', u'NN', u'PRP', u'VBD', u'VBN', u'DT', u'JJ', u'NN', u'IN', u'NN', u'.']]","[[u'6-6/become[AM-TMP=0-3/By_the_10th_century, A1=4-4/it, A2=7-11/a_well-known_city_of_trade]']]",By the 10th century it had become a well-known city of trade.,f7a49e30-896a-4102-aa02-8658a46ec4c4
"[u'(TOP (S (NNP Thirdly) (, ,) (S (NP (PRP he)) (VP (VBD played) (NP (DT a) (JJ major) (NN role)) (PP (IN in) (NP (NP (DT the) (NN progress)) (PP (IN of) (NP (NP (JJ symbolic) (NN logic)) (PRP itself))))))) (CC \u2014) (ADVP (RB indeed)) (S (NP (DT this)) (VP (VBD was) (NP (PRP$ his) (JJ primary) (NN specialty)))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'RB', u',', u'PRP', u'VBD', u'DT', u'JJ', u'NN', u'IN', u'DT', u'NN', u'IN', u'JJ', u'NN', u'PRP', u':', u'RB', u'DT', u'VBD', u'PRP$', u'JJ', u'NN', u'.']]","[[u'3-3/played[A0=2-2/he, A1=4-6/a_major_role, AM-LOC=7-13/in_the_progress_of_symbolic_logic_itself, AM-DIS=15-15/indeed]', u'17-17/was[AM-DIS=15-15/indeed, A1=16-16/this, A1=18-20/his_primary_specialty]']]","Thirdly, he played a major role in the progress of symbolic logic itself — indeed this was his primary specialty.",ff178e79-a189-4407-99e7-4e3f8b7fa810
[u'(TOP (S (NP (DT The) (JJ major) (JJ socialist) (JJ political) (NNS movements)) (VP (VBP are) (VP (VBN described) (PP (IN below)))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'JJ', u'JJ', u'JJ', u'NNS', u'VBP', u'VBN', u'IN', u'.']]","[[u'6-6/described[A1=0-4/The_major_socialist_political_movements, AM-LOC=7-7/below]']]",The major socialist political movements are described below.,617e5fbe-6acc-4e09-aaa7-d0667c139a78
"[u'(TOP (S (NP (DT The) (NN gas) (NN cloud)) (VP (VP (VBD was) (VP (VBN composed) (PP (ADVP (RB mainly)) (IN of) (NP (NP (NNS materials)) (ADJP (JJ denser) (PP (IN than) (NP (DT the) (VBG surrounding) (NN air)))))))) (, ,) (VP (VBD stayed) (ADVP (RB close) (PP (TO to) (NP (DT the) (NN ground))))) (CC and) (VP (VBP spread) (NP (NNS outwards)) (PP (IN through) (NP (DT the) (VBG surrounding) (NN community))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'NN', u'VBD', u'VBN', u'RB', u'IN', u'NNS', u'VBP', u'IN', u'DT', u'VBG', u'NN', u',', u'VBD', u'RB', u'TO', u'DT', u'NN', u'CC', u'NN', u'NNS', u'IN', u'DT', u'VBG', u'NN', u'.']]","[[u'4-4/composed[A1=0-2/The_gas_cloud, A2=5-12/mainly_of_materials_denser_than_the_surrounding_air]', u'11-11/surrounding[A1=12-12/air]', u'14-14/stayed[A1=0-2/The_gas_cloud, AM-LOC=15-18/close_to_the_ground]', u'20-20/spread[A1=0-2/The_gas_cloud, A1=21-21/outwards, AM-MNR=22-25/through_the_surrounding_community]', u'24-24/surrounding[A1=25-25/community]']]","The gas cloud was composed mainly of materials denser than the surrounding air, stayed close to the ground and spread outwards through the surrounding community.",6fd15a91-cae8-4a87-80c6-eb1a072c7351
"[u'(TOP (S (PP (IN Very) (NP (NP (JJ few)) (PP (IN of) (NP (DT the) (NNP Lao) (NNS refugees))))) (, ,) (ADVP (RB however)) (, ,) (VP (VBD were) (ADJP (JJ willing) (S (VP (TO to) (VP (VB return) (ADVP (RB voluntarily))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'JJ', u'IN', u'DT', u'NNP', u'NNS', u',', u'RB', u',', u'VBD', u'JJ', u'TO', u'VB', u'RB', u'.']]","[[u'9-9/were[AM-ADV=0-5/Very_few_of_the_Lao_refugees, AM-DIS=7-7/however, A1=10-13/willing_to_return_voluntarily]', u'12-12/return[AM-MNR=13-13/voluntarily]']]","Very few of the Lao refugees, however, were willing to return voluntarily.",fbbeaa84-2008-49e0-8e05-eaab7d657081
[u'(TOP (S (NP (NNP Reagan)) (VP (VBD supported) (SBAR (IN that) (NN policy))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 6, u'Offset': 0}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'VBD', u'IN', u'NN', u'.']]","[[u'1-1/supported[A0=0-0/Reagan, A1=2-3/that_policy]']]",Reagan supported that policy.,b42e51bc-7830-4c48-98f7-28e9a734ab25
"[u'(TOP (S (NP (DT The) (JJ dynastic) (NN principle)) (VP (VBD was) (VP (VBN established) (ADVP (RB so) (RB firmly)) (SBAR (IN that) (S (NP (NP (NP (DT the) (NN emperor)) (SBAR (WHNP (WP who)) (S (VP (VBD died) (PP (IN in) (NP (DT that) (NN year))))))) (, ,) (VP (VBG Theodosius) (PRP I)) (, ,)) (VP (VBD bequeathed) (NP (DT the) (JJ imperial) (NN office)) (ADVP (RB jointly)) (PP (TO to) (NP (NP (PRP$ his) (NNS sons)) (: :) (NP (NP (NNS Arcadius)) (PP (IN in) (NP (DT the) (NNP East) (CC and) (NNP Honorius))) (PP (IN in) (NP (DT the) (NNP West))))))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 8, u'Offset': 181}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 4, u'Offset': 197}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'JJ', u'NN', u'VBD', u'VBN', u'RB', u'RB', u'IN', u'DT', u'NN', u'WP', u'VBD', u'IN', u'DT', u'NN', u',', u'NNP', u'PRP', u',', u'VBD', u'DT', u'JJ', u'NN', u'RB', u'TO', u'PRP$', u'NNS', u':', u'NNP', u'IN', u'DT', u'NNP', u'CC', u'NNP', u'IN', u'DT', u'NNP', u'.']]","[[u'4-4/established[A1=0-2/The_dynastic_principle, AM-MNR=5-6/so_firmly, A1=7-36/that_the_emperor_who_died_in_that_year_,_Theodosius_I_,_bequeathed_the_imperial_office_jointly_to_his_sons_:_Arcadius_in_the_East_and_Honorius_in_the_West]', u'11-11/died[A1=8-9/the_emperor, R-A1=10-10/who, AM-TMP=12-14/in_that_year]', u'16-16/Theodosius[A1=8-14/the_emperor_who_died_in_that_year]', u'19-19/bequeathed[A0=8-18/the_emperor_who_died_in_that_year_,_Theodosius_I_,, A1=20-22/the_imperial_office, AM-MNR=23-23/jointly, A2=24-36/to_his_sons_:_Arcadius_in_the_East_and_Honorius_in_the_West]']]","The dynastic principle was established so firmly that the emperor who died in that year, Theodosius I , bequeathed the imperial office jointly to his sons: Arcadius in the East and Honorius in the West.",7692160b-c013-4090-b16c-42cd0586403d
[u'(TOP (S (NP (JJS Most) (JJ sedimentary) (NNS rocks)) (VP (VBP contain) (NP (CC either) (NX (NX (NX (NN quartz)) (PRN (-LRB- -LRB-) (NP (ADJP (RB especially) (JJ siliciclastic)) (NNS rocks)) (-RRB- -RRB-))) (CC or) (NX (NX (NN calcite)) (PRN (-LRB- -LRB-) (NP (ADJP (RB especially) (JJ carbonate)) (NNS rocks)) (-RRB- -RRB-)))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'JJS', u'JJ', u'NNS', u'VBP', u'RB', u'JJ', u'-LRB-', u'RB', u'JJ', u'NNS', u'-RRB-', u'CC', u'JJ', u'-LRB-', u'RB', u'JJ', u'NNS', u'-RRB-', u'.']]","[[u'3-3/contain[A0=0-2/Most_sedimentary_rocks, A1=4-17/either_quartz_-LRB-_especially_siliciclastic_rocks_-RRB-_or_calcite_-LRB-_especially_carbonate_rocks_-RRB-]']]",Most sedimentary rocks contain either quartz (especially siliciclastic rocks) or calcite (especially carbonate rocks ).,c90c7cc3-ffa6-4b2e-91af-5ff290c2bdf0
"[u'(TOP (S (ADVP (RB Traditionally)) (, ,) (NP (NNS men)) (VP (VBP take) (NP (NN care)) (PP (IN of) (VB livestock))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'RB', u',', u'NNS', u'VBP', u'NN', u'IN', u'NN', u'.']]","[[u'3-3/take[AM-ADV=0-0/Traditionally, A0=2-2/men, A1=4-4/care, A2=5-6/of_livestock]', u'6-6/livestock[AM-ADV=0-0/Traditionally, A0=2-2/men, A1=4-4/care]']]","Traditionally, men take care of livestock .",3b459827-5347-47b8-ac24-e0e3256ac471
